POPGROUP.id,POPGROUP.display-label,GEO.id,GEO.id2,GEO.display-label,D001
001,Total population,1400000US06001403501,06001403501,"Census Tract 4035.01, Alameda County, California",4374
001,Total population,1400000US06001403502,06001403502,"Census Tract 4035.02, Alameda County, California",1991
001,Total population,1400000US06001403600,06001403600,"Census Tract 4036, Alameda County, California",4482
001,Total population,1400000US06001403701,06001403701,"Census Tract 4037.01, Alameda County, California",2587
001,Total population,1400000US06001403702,06001403702,"Census Tract 4037.02, Alameda County, California",1724
001,Total population,1400000US06001403800,06001403800,"Census Tract 4038, Alameda County, California",3461
001,Total population,1400000US06001403900,06001403900,"Census Tract 4039, Alameda County, California",3584
001,Total population,1400000US06001404000,06001404000,"Census Tract 4040, Alameda County, California",2819
001,Total population,1400000US06001404101,06001404101,"Census Tract 4041.01, Alameda County, California",2929
001,Total population,1400000US06001404102,06001404102,"Census Tract 4041.02, Alameda County, California",2283
001,Total population,1400000US06001404200,06001404200,"Census Tract 4042, Alameda County, California",3483
001,Total population,1400000US06001404300,06001404300,"Census Tract 4043, Alameda County, California",3218
001,Total population,1400000US06001404400,06001404400,"Census Tract 4044, Alameda County, California",5314
001,Total population,1400000US06001404501,06001404501,"Census Tract 4045.01, Alameda County, California",1677
001,Total population,1400000US06001404502,06001404502,"Census Tract 4045.02, Alameda County, California",5784
001,Total population,1400000US06001404600,06001404600,"Census Tract 4046, Alameda County, California",4353
001,Total population,1400000US06001404700,06001404700,"Census Tract 4047, Alameda County, California",1954
001,Total population,1400000US06001404800,06001404800,"Census Tract 4048, Alameda County, California",2684
001,Total population,1400000US06001404900,06001404900,"Census Tract 4049, Alameda County, California",4129
001,Total population,1400000US06001405000,06001405000,"Census Tract 4050, Alameda County, California",3136
001,Total population,1400000US06001405100,06001405100,"Census Tract 4051, Alameda County, California",4197
001,Total population,1400000US06001405200,06001405200,"Census Tract 4052, Alameda County, California",4597
001,Total population,1400000US06001405301,06001405301,"Census Tract 4053.01, Alameda County, California",2603
001,Total population,1400000US06001405302,06001405302,"Census Tract 4053.02, Alameda County, California",2530
001,Total population,1400000US06001405401,06001405401,"Census Tract 4054.01, Alameda County, California",3957
001,Total population,1400000US06001405402,06001405402,"Census Tract 4054.02, Alameda County, California",3114
001,Total population,1400000US06001405500,06001405500,"Census Tract 4055, Alameda County, California",3643
001,Total population,1400000US06001405600,06001405600,"Census Tract 4056, Alameda County, California",3137
001,Total population,1400000US06001405700,06001405700,"Census Tract 4057, Alameda County, California",3243
001,Total population,1400000US06001405800,06001405800,"Census Tract 4058, Alameda County, California",3965
001,Total population,1400000US06001405901,06001405901,"Census Tract 4059.01, Alameda County, California",3910
001,Total population,1400000US06001405902,06001405902,"Census Tract 4059.02, Alameda County, California",3035
001,Total population,1400000US06001406000,06001406000,"Census Tract 4060, Alameda County, California",3450
001,Total population,1400000US06001406100,06001406100,"Census Tract 4061, Alameda County, California",4381
001,Total population,1400000US06001406201,06001406201,"Census Tract 4062.01, Alameda County, California",4649
001,Total population,1400000US06001406202,06001406202,"Census Tract 4062.02, Alameda County, California",4718
001,Total population,1400000US06001406300,06001406300,"Census Tract 4063, Alameda County, California",4113
001,Total population,1400000US06001406400,06001406400,"Census Tract 4064, Alameda County, California",2145
001,Total population,1400000US06001406500,06001406500,"Census Tract 4065, Alameda County, California",5930
001,Total population,1400000US06001406601,06001406601,"Census Tract 4066.01, Alameda County, California",4596
001,Total population,1400000US06001406602,06001406602,"Census Tract 4066.02, Alameda County, California",2493
001,Total population,1400000US06001406700,06001406700,"Census Tract 4067, Alameda County, California",5048
001,Total population,1400000US06001406800,06001406800,"Census Tract 4068, Alameda County, California",3428
001,Total population,1400000US06001406900,06001406900,"Census Tract 4069, Alameda County, California",3719
001,Total population,1400000US06001407000,06001407000,"Census Tract 4070, Alameda County, California",5885
001,Total population,1400000US06001407101,06001407101,"Census Tract 4071.01, Alameda County, California",3414
001,Total population,1400000US06001407102,06001407102,"Census Tract 4071.02, Alameda County, California",4351
001,Total population,1400000US06001407200,06001407200,"Census Tract 4072, Alameda County, California",6746
001,Total population,1400000US06001407300,06001407300,"Census Tract 4073, Alameda County, California",2598
001,Total population,1400000US06001407400,06001407400,"Census Tract 4074, Alameda County, California",3954
001,Total population,1400000US06001407500,06001407500,"Census Tract 4075, Alameda County, California",3931
001,Total population,1400000US06001407600,06001407600,"Census Tract 4076, Alameda County, California",6027
001,Total population,1400000US06001407700,06001407700,"Census Tract 4077, Alameda County, California",4109
001,Total population,1400000US06001407800,06001407800,"Census Tract 4078, Alameda County, California",2425
001,Total population,1400000US06001407900,06001407900,"Census Tract 4079, Alameda County, California",2706
001,Total population,1400000US06001408000,06001408000,"Census Tract 4080, Alameda County, California",2671
001,Total population,1400000US06001408100,06001408100,"Census Tract 4081, Alameda County, California",5991
001,Total population,1400000US06001408200,06001408200,"Census Tract 4082, Alameda County, California",4054
001,Total population,1400000US06001408300,06001408300,"Census Tract 4083, Alameda County, California",4167
001,Total population,1400000US06001408400,06001408400,"Census Tract 4084, Alameda County, California",3323
001,Total population,1400000US06001408500,06001408500,"Census Tract 4085, Alameda County, California",4972
001,Total population,1400000US06001408600,06001408600,"Census Tract 4086, Alameda County, California",5492
001,Total population,1400000US06001408700,06001408700,"Census Tract 4087, Alameda County, California",7207
001,Total population,1400000US06001408800,06001408800,"Census Tract 4088, Alameda County, California",5547
001,Total population,1400000US06001408900,06001408900,"Census Tract 4089, Alameda County, California",3414
001,Total population,1400000US06001409000,06001409000,"Census Tract 4090, Alameda County, California",3552
001,Total population,1400000US06001409100,06001409100,"Census Tract 4091, Alameda County, California",2255
001,Total population,1400000US06001409200,06001409200,"Census Tract 4092, Alameda County, California",3152
001,Total population,1400000US06001409300,06001409300,"Census Tract 4093, Alameda County, California",5229
001,Total population,1400000US06001409400,06001409400,"Census Tract 4094, Alameda County, California",4306
001,Total population,1400000US06001409500,06001409500,"Census Tract 4095, Alameda County, California",3122
001,Total population,1400000US06001409600,06001409600,"Census Tract 4096, Alameda County, California",5063
001,Total population,1400000US06001409700,06001409700,"Census Tract 4097, Alameda County, California",4696
001,Total population,1400000US06001409800,06001409800,"Census Tract 4098, Alameda County, California",2887
001,Total population,1400000US06001409900,06001409900,"Census Tract 4099, Alameda County, California",3308
001,Total population,1400000US06001410000,06001410000,"Census Tract 4100, Alameda County, California",2805
001,Total population,1400000US06001410100,06001410100,"Census Tract 4101, Alameda County, California",2406
001,Total population,1400000US06001410200,06001410200,"Census Tract 4102, Alameda County, California",3062
001,Total population,1400000US06001410300,06001410300,"Census Tract 4103, Alameda County, California",3536
001,Total population,1400000US06001410400,06001410400,"Census Tract 4104, Alameda County, California",3792
001,Total population,1400000US06001410500,06001410500,"Census Tract 4105, Alameda County, California",2193
001,Total population,1400000US06001420100,06001420100,"Census Tract 4201, Alameda County, California",2355
001,Total population,1400000US06001420200,06001420200,"Census Tract 4202, Alameda County, California",2898
001,Total population,1400000US06001420300,06001420300,"Census Tract 4203, Alameda County, California",4571
001,Total population,1400000US06001420400,06001420400,"Census Tract 4204, Alameda County, California",3124
001,Total population,1400000US06001420500,06001420500,"Census Tract 4205, Alameda County, California",2308
001,Total population,1400000US06001420600,06001420600,"Census Tract 4206, Alameda County, California",3283
001,Total population,1400000US06001421100,06001421100,"Census Tract 4211, Alameda County, California",1992
001,Total population,1400000US06001421200,06001421200,"Census Tract 4212, Alameda County, California",3563
001,Total population,1400000US06001421300,06001421300,"Census Tract 4213, Alameda County, California",3844
001,Total population,1400000US06001421400,06001421400,"Census Tract 4214, Alameda County, California",1593
001,Total population,1400000US06001421500,06001421500,"Census Tract 4215, Alameda County, California",3640
001,Total population,1400000US06001421600,06001421600,"Census Tract 4216, Alameda County, California",3558
001,Total population,1400000US06001421700,06001421700,"Census Tract 4217, Alameda County, California",3198
001,Total population,1400000US06001421800,06001421800,"Census Tract 4218, Alameda County, California",2007
001,Total population,1400000US06001421900,06001421900,"Census Tract 4219, Alameda County, California",3632
001,Total population,1400000US06001422000,06001422000,"Census Tract 4220, Alameda County, California",1756
001,Total population,1400000US06001422100,06001422100,"Census Tract 4221, Alameda County, California",2685
001,Total population,1400000US06001422200,06001422200,"Census Tract 4222, Alameda County, California",3144
001,Total population,1400000US06001422300,06001422300,"Census Tract 4223, Alameda County, California",3387
001,Total population,1400000US06001422400,06001422400,"Census Tract 4224, Alameda County, California",4196
001,Total population,1400000US06001422500,06001422500,"Census Tract 4225, Alameda County, California",4658
001,Total population,1400000US06001422600,06001422600,"Census Tract 4226, Alameda County, California",1215
001,Total population,1400000US06001422700,06001422700,"Census Tract 4227, Alameda County, California",4885
001,Total population,1400000US06001422800,06001422800,"Census Tract 4228, Alameda County, California",8368
001,Total population,1400000US06001422900,06001422900,"Census Tract 4229, Alameda County, California",4336
001,Total population,1400000US06001423000,06001423000,"Census Tract 4230, Alameda County, California",4396
001,Total population,1400000US06001423100,06001423100,"Census Tract 4231, Alameda County, California",3964
001,Total population,1400000US06001423200,06001423200,"Census Tract 4232, Alameda County, California",2794
001,Total population,1400000US06001423300,06001423300,"Census Tract 4233, Alameda County, California",3647
001,Total population,1400000US06001423400,06001423400,"Census Tract 4234, Alameda County, California",4685
001,Total population,1400000US06001423500,06001423500,"Census Tract 4235, Alameda County, California",3118
001,Total population,1400000US06001423601,06001423601,"Census Tract 4236.01, Alameda County, California",2642
001,Total population,1400000US06001423602,06001423602,"Census Tract 4236.02, Alameda County, California",5659
001,Total population,1400000US06001423700,06001423700,"Census Tract 4237, Alameda County, California",3633
001,Total population,1400000US06001423800,06001423800,"Census Tract 4238, Alameda County, California",2925
001,Total population,1400000US06001423901,06001423901,"Census Tract 4239.01, Alameda County, California",2020
001,Total population,1400000US06001423902,06001423902,"Census Tract 4239.02, Alameda County, California",1552
001,Total population,1400000US06001424001,06001424001,"Census Tract 4240.01, Alameda County, California",3716
001,Total population,1400000US06001424002,06001424002,"Census Tract 4240.02, Alameda County, California",2172
001,Total population,1400000US06001425101,06001425101,"Census Tract 4251.01, Alameda County, California",1596
001,Total population,1400000US06001425102,06001425102,"Census Tract 4251.02, Alameda County, California",2807
001,Total population,1400000US06001425103,06001425103,"Census Tract 4251.03, Alameda County, California",2502
001,Total population,1400000US06001425104,06001425104,"Census Tract 4251.04, Alameda County, California",3175
001,Total population,1400000US06001426100,06001426100,"Census Tract 4261, Alameda County, California",5922
001,Total population,1400000US06001426200,06001426200,"Census Tract 4262, Alameda County, California",4745
001,Total population,1400000US06001427100,06001427100,"Census Tract 4271, Alameda County, California",3646
001,Total population,1400000US06001427200,06001427200,"Census Tract 4272, Alameda County, California",4107
001,Total population,1400000US06001427300,06001427300,"Census Tract 4273, Alameda County, California",4896
001,Total population,1400000US06001427600,06001427600,"Census Tract 4276, Alameda County, California",4722
001,Total population,1400000US06001427700,06001427700,"Census Tract 4277, Alameda County, California",4866
001,Total population,1400000US06001427800,06001427800,"Census Tract 4278, Alameda County, California",4640
001,Total population,1400000US06001427900,06001427900,"Census Tract 4279, Alameda County, California",4567
001,Total population,1400000US06001428000,06001428000,"Census Tract 4280, Alameda County, California",2928
001,Total population,1400000US06001428100,06001428100,"Census Tract 4281, Alameda County, California",4651
001,Total population,1400000US06001428200,06001428200,"Census Tract 4282, Alameda County, California",6259
001,Total population,1400000US06001428301,06001428301,"Census Tract 4283.01, Alameda County, California",6526
001,Total population,1400000US06001428302,06001428302,"Census Tract 4283.02, Alameda County, California",7074
001,Total population,1400000US06001428400,06001428400,"Census Tract 4284, Alameda County, California",4357
001,Total population,1400000US06001428500,06001428500,"Census Tract 4285, Alameda County, California",3183
001,Total population,1400000US06001428600,06001428600,"Census Tract 4286, Alameda County, California",3271
001,Total population,1400000US06001428700,06001428700,"Census Tract 4287, Alameda County, California",4119
001,Total population,1400000US06001430101,06001430101,"Census Tract 4301.01, Alameda County, California",6523
001,Total population,1400000US06001430102,06001430102,"Census Tract 4301.02, Alameda County, California",2285
001,Total population,1400000US06001430200,06001430200,"Census Tract 4302, Alameda County, California",6916
001,Total population,1400000US06001430300,06001430300,"Census Tract 4303, Alameda County, California",3670
001,Total population,1400000US06001430400,06001430400,"Census Tract 4304, Alameda County, California",2046
001,Total population,1400000US06001430500,06001430500,"Census Tract 4305, Alameda County, California",6049
001,Total population,1400000US06001430600,06001430600,"Census Tract 4306, Alameda County, California",5887
001,Total population,1400000US06001430700,06001430700,"Census Tract 4307, Alameda County, California",3814
001,Total population,1400000US06001430800,06001430800,"Census Tract 4308, Alameda County, California",5394
001,Total population,1400000US06001430900,06001430900,"Census Tract 4309, Alameda County, California",4681
001,Total population,1400000US06001431000,06001431000,"Census Tract 4310, Alameda County, California",2714
001,Total population,1400000US06001431100,06001431100,"Census Tract 4311, Alameda County, California",3225
001,Total population,1400000US06001431200,06001431200,"Census Tract 4312, Alameda County, California",5627
001,Total population,1400000US06001432100,06001432100,"Census Tract 4321, Alameda County, California",3770
001,Total population,1400000US06001432200,06001432200,"Census Tract 4322, Alameda County, California",4080
001,Total population,1400000US06001432300,06001432300,"Census Tract 4323, Alameda County, California",4656
001,Total population,1400000US06001432400,06001432400,"Census Tract 4324, Alameda County, California",5814
001,Total population,1400000US06001432501,06001432501,"Census Tract 4325.01, Alameda County, California",4839
001,Total population,1400000US06001432502,06001432502,"Census Tract 4325.02, Alameda County, California",4485
001,Total population,1400000US06001432600,06001432600,"Census Tract 4326, Alameda County, California",6842
001,Total population,1400000US06001432700,06001432700,"Census Tract 4327, Alameda County, California",2478
001,Total population,1400000US06001432800,06001432800,"Census Tract 4328, Alameda County, California",3729
001,Total population,1400000US06001433000,06001433000,"Census Tract 4330, Alameda County, California",3832
001,Total population,1400000US06001433102,06001433102,"Census Tract 4331.02, Alameda County, California",3989
001,Total population,1400000US06001433103,06001433103,"Census Tract 4331.03, Alameda County, California",3530
001,Total population,1400000US06001433104,06001433104,"Census Tract 4331.04, Alameda County, California",3760
001,Total population,1400000US06001433200,06001433200,"Census Tract 4332, Alameda County, California",6897
001,Total population,1400000US06001433300,06001433300,"Census Tract 4333, Alameda County, California",6834
001,Total population,1400000US06001433400,06001433400,"Census Tract 4334, Alameda County, California",6305
001,Total population,1400000US06001433500,06001433500,"Census Tract 4335, Alameda County, California",4352
001,Total population,1400000US06001433600,06001433600,"Census Tract 4336, Alameda County, California",5978
001,Total population,1400000US06001433700,06001433700,"Census Tract 4337, Alameda County, California",3182
001,Total population,1400000US06001433800,06001433800,"Census Tract 4338, Alameda County, California",7369
001,Total population,1400000US06001433900,06001433900,"Census Tract 4339, Alameda County, California",6599
001,Total population,1400000US06001434000,06001434000,"Census Tract 4340, Alameda County, California",4884
001,Total population,1400000US06001435102,06001435102,"Census Tract 4351.02, Alameda County, California",5179
001,Total population,1400000US06001435103,06001435103,"Census Tract 4351.03, Alameda County, California",6403
001,Total population,1400000US06001435104,06001435104,"Census Tract 4351.04, Alameda County, California",5216
001,Total population,1400000US06001435200,06001435200,"Census Tract 4352, Alameda County, California",4140
001,Total population,1400000US06001435300,06001435300,"Census Tract 4353, Alameda County, California",4479
001,Total population,1400000US06001435400,06001435400,"Census Tract 4354, Alameda County, California",4503
001,Total population,1400000US06001435500,06001435500,"Census Tract 4355, Alameda County, California",3725
001,Total population,1400000US06001435601,06001435601,"Census Tract 4356.01, Alameda County, California",4902
001,Total population,1400000US06001435602,06001435602,"Census Tract 4356.02, Alameda County, California",5329
001,Total population,1400000US06001435700,06001435700,"Census Tract 4357, Alameda County, California",4594
001,Total population,1400000US06001435800,06001435800,"Census Tract 4358, Alameda County, California",5382
001,Total population,1400000US06001435900,06001435900,"Census Tract 4359, Alameda County, California",5073
001,Total population,1400000US06001436000,06001436000,"Census Tract 4360, Alameda County, California",4557
001,Total population,1400000US06001436100,06001436100,"Census Tract 4361, Alameda County, California",5261
001,Total population,1400000US06001436200,06001436200,"Census Tract 4362, Alameda County, California",3827
001,Total population,1400000US06001436300,06001436300,"Census Tract 4363, Alameda County, California",7129
001,Total population,1400000US06001436401,06001436401,"Census Tract 4364.01, Alameda County, California",7042
001,Total population,1400000US06001436402,06001436402,"Census Tract 4364.02, Alameda County, California",2618
001,Total population,1400000US06001436500,06001436500,"Census Tract 4365, Alameda County, California",4583
001,Total population,1400000US06001436601,06001436601,"Census Tract 4366.01, Alameda County, California",6091
001,Total population,1400000US06001436602,06001436602,"Census Tract 4366.02, Alameda County, California",4571
001,Total population,1400000US06001436700,06001436700,"Census Tract 4367, Alameda County, California",3284
001,Total population,1400000US06001436800,06001436800,"Census Tract 4368, Alameda County, California",4027
001,Total population,1400000US06001436900,06001436900,"Census Tract 4369, Alameda County, California",6724
001,Total population,1400000US06001437000,06001437000,"Census Tract 4370, Alameda County, California",3473
001,Total population,1400000US06001437101,06001437101,"Census Tract 4371.01, Alameda County, California",6448
001,Total population,1400000US06001437102,06001437102,"Census Tract 4371.02, Alameda County, California",4251
001,Total population,1400000US06001437200,06001437200,"Census Tract 4372, Alameda County, California",6755
001,Total population,1400000US06001437300,06001437300,"Census Tract 4373, Alameda County, California",3111
001,Total population,1400000US06001437400,06001437400,"Census Tract 4374, Alameda County, California",3408
001,Total population,1400000US06001437500,06001437500,"Census Tract 4375, Alameda County, California",4528
001,Total population,1400000US06001437600,06001437600,"Census Tract 4376, Alameda County, California",3217
001,Total population,1400000US06001437701,06001437701,"Census Tract 4377.01, Alameda County, California",3649
001,Total population,1400000US06001437702,06001437702,"Census Tract 4377.02, Alameda County, California",4256
001,Total population,1400000US06001437800,06001437800,"Census Tract 4378, Alameda County, California",4621
001,Total population,1400000US06001437900,06001437900,"Census Tract 4379, Alameda County, California",2338
001,Total population,1400000US06001438000,06001438000,"Census Tract 4380, Alameda County, California",3283
001,Total population,1400000US06001438100,06001438100,"Census Tract 4381, Alameda County, California",7675
001,Total population,1400000US06001438201,06001438201,"Census Tract 4382.01, Alameda County, California",4540
001,Total population,1400000US06001438203,06001438203,"Census Tract 4382.03, Alameda County, California",3920
001,Total population,1400000US06001438204,06001438204,"Census Tract 4382.04, Alameda County, California",5368
001,Total population,1400000US06001438300,06001438300,"Census Tract 4383, Alameda County, California",3731
001,Total population,1400000US06001438400,06001438400,"Census Tract 4384, Alameda County, California",2331
001,Total population,1400000US06001440100,06001440100,"Census Tract 4401, Alameda County, California",2310
001,Total population,1400000US06001440200,06001440200,"Census Tract 4402, Alameda County, California",5989
001,Total population,1400000US06001440301,06001440301,"Census Tract 4403.01, Alameda County, California",7312
001,Total population,1400000US06001440304,06001440304,"Census Tract 4403.04, Alameda County, California",4674
001,Total population,1400000US06001440305,06001440305,"Census Tract 4403.05, Alameda County, California",3883
001,Total population,1400000US06001440306,06001440306,"Census Tract 4403.06, Alameda County, California",3841
001,Total population,1400000US06001440307,06001440307,"Census Tract 4403.07, Alameda County, California",4219
001,Total population,1400000US06001440308,06001440308,"Census Tract 4403.08, Alameda County, California",5883
001,Total population,1400000US06001440331,06001440331,"Census Tract 4403.31, Alameda County, California",3205
001,Total population,1400000US06001440332,06001440332,"Census Tract 4403.32, Alameda County, California",3310
001,Total population,1400000US06001440333,06001440333,"Census Tract 4403.33, Alameda County, California",2839
001,Total population,1400000US06001440334,06001440334,"Census Tract 4403.34, Alameda County, California",4016
001,Total population,1400000US06001440335,06001440335,"Census Tract 4403.35, Alameda County, California",6496
001,Total population,1400000US06001440336,06001440336,"Census Tract 4403.36, Alameda County, California",4459
001,Total population,1400000US06001441100,06001441100,"Census Tract 4411, Alameda County, California",4308
001,Total population,1400000US06001441200,06001441200,"Census Tract 4412, Alameda County, California",6816
001,Total population,1400000US06001441301,06001441301,"Census Tract 4413.01, Alameda County, California",3179
001,Total population,1400000US06001441302,06001441302,"Census Tract 4413.02, Alameda County, California",5553
001,Total population,1400000US06001441401,06001441401,"Census Tract 4414.01, Alameda County, California",6931
001,Total population,1400000US06001441402,06001441402,"Census Tract 4414.02, Alameda County, California",5233
001,Total population,1400000US06001441501,06001441501,"Census Tract 4415.01, Alameda County, California",6068
001,Total population,1400000US06001441503,06001441503,"Census Tract 4415.03, Alameda County, California",5389
001,Total population,1400000US06001441521,06001441521,"Census Tract 4415.21, Alameda County, California",5869
001,Total population,1400000US06001441522,06001441522,"Census Tract 4415.22, Alameda County, California",4980
001,Total population,1400000US06001441523,06001441523,"Census Tract 4415.23, Alameda County, California",4077
001,Total population,1400000US06001441524,06001441524,"Census Tract 4415.24, Alameda County, California",4010
001,Total population,1400000US06001441601,06001441601,"Census Tract 4416.01, Alameda County, California",4561
001,Total population,1400000US06001441602,06001441602,"Census Tract 4416.02, Alameda County, California",6802
001,Total population,1400000US06001441700,06001441700,"Census Tract 4417, Alameda County, California",7436
001,Total population,1400000US06001441800,06001441800,"Census Tract 4418, Alameda County, California",6786
001,Total population,1400000US06001441921,06001441921,"Census Tract 4419.21, Alameda County, California",3663
001,Total population,1400000US06001441923,06001441923,"Census Tract 4419.23, Alameda County, California",5605
001,Total population,1400000US06001441924,06001441924,"Census Tract 4419.24, Alameda County, California",7301
001,Total population,1400000US06001441925,06001441925,"Census Tract 4419.25, Alameda County, California",6159
001,Total population,1400000US06001441926,06001441926,"Census Tract 4419.26, Alameda County, California",4080
001,Total population,1400000US06001441927,06001441927,"Census Tract 4419.27, Alameda County, California",4103
001,Total population,1400000US06001442000,06001442000,"Census Tract 4420, Alameda County, California",3212
001,Total population,1400000US06001442100,06001442100,"Census Tract 4421, Alameda County, California",5166
001,Total population,1400000US06001442200,06001442200,"Census Tract 4422, Alameda County, California",6875
001,Total population,1400000US06001442301,06001442301,"Census Tract 4423.01, Alameda County, California",4388
001,Total population,1400000US06001442302,06001442302,"Census Tract 4423.02, Alameda County, California",4788
001,Total population,1400000US06001442400,06001442400,"Census Tract 4424, Alameda County, California",6253
001,Total population,1400000US06001442500,06001442500,"Census Tract 4425, Alameda County, California",7371
001,Total population,1400000US06001442601,06001442601,"Census Tract 4426.01, Alameda County, California",3844
001,Total population,1400000US06001442602,06001442602,"Census Tract 4426.02, Alameda County, California",5074
001,Total population,1400000US06001442700,06001442700,"Census Tract 4427, Alameda County, California",2873
001,Total population,1400000US06001442800,06001442800,"Census Tract 4428, Alameda County, California",2816
001,Total population,1400000US06001442900,06001442900,"Census Tract 4429, Alameda County, California",7194
001,Total population,1400000US06001443001,06001443001,"Census Tract 4430.01, Alameda County, California",2917
001,Total population,1400000US06001443002,06001443002,"Census Tract 4430.02, Alameda County, California",5918
001,Total population,1400000US06001443102,06001443102,"Census Tract 4431.02, Alameda County, California",4611
001,Total population,1400000US06001443103,06001443103,"Census Tract 4431.03, Alameda County, California",4029
001,Total population,1400000US06001443104,06001443104,"Census Tract 4431.04, Alameda County, California",5558
001,Total population,1400000US06001443105,06001443105,"Census Tract 4431.05, Alameda County, California",4456
001,Total population,1400000US06001443200,06001443200,"Census Tract 4432, Alameda County, California",3704
001,Total population,1400000US06001443301,06001443301,"Census Tract 4433.01, Alameda County, California",4074
001,Total population,1400000US06001443321,06001443321,"Census Tract 4433.21, Alameda County, California",3142
001,Total population,1400000US06001443322,06001443322,"Census Tract 4433.22, Alameda County, California",2985
001,Total population,1400000US06001444100,06001444100,"Census Tract 4441, Alameda County, California",7280
001,Total population,1400000US06001444200,06001444200,"Census Tract 4442, Alameda County, California",6499
001,Total population,1400000US06001444301,06001444301,"Census Tract 4443.01, Alameda County, California",3855
001,Total population,1400000US06001444302,06001444302,"Census Tract 4443.02, Alameda County, California",4354
001,Total population,1400000US06001444400,06001444400,"Census Tract 4444, Alameda County, California",5114
001,Total population,1400000US06001444500,06001444500,"Census Tract 4445, Alameda County, California",6696
001,Total population,1400000US06001444601,06001444601,"Census Tract 4446.01, Alameda County, California",4761
001,Total population,1400000US06001444602,06001444602,"Census Tract 4446.02, Alameda County, California",4014
001,Total population,1400000US06001450101,06001450101,"Census Tract 4501.01, Alameda County, California",4349
001,Total population,1400000US06001450102,06001450102,"Census Tract 4501.02, Alameda County, California",9434
001,Total population,1400000US06001450200,06001450200,"Census Tract 4502, Alameda County, California",4067
001,Total population,1400000US06001450300,06001450300,"Census Tract 4503, Alameda County, California",4551
001,Total population,1400000US06001450400,06001450400,"Census Tract 4504, Alameda County, California",5968
001,Total population,1400000US06001450501,06001450501,"Census Tract 4505.01, Alameda County, California",3129
001,Total population,1400000US06001450502,06001450502,"Census Tract 4505.02, Alameda County, California",4185
001,Total population,1400000US06001450601,06001450601,"Census Tract 4506.01, Alameda County, California",3379
001,Total population,1400000US06001450602,06001450602,"Census Tract 4506.02, Alameda County, California",8722
001,Total population,1400000US06001450603,06001450603,"Census Tract 4506.03, Alameda County, California",4657
001,Total population,1400000US06001450604,06001450604,"Census Tract 4506.04, Alameda County, California",4796
001,Total population,1400000US06001450605,06001450605,"Census Tract 4506.05, Alameda County, California",3685
001,Total population,1400000US06001450606,06001450606,"Census Tract 4506.06, Alameda County, California",5733
001,Total population,1400000US06001450607,06001450607,"Census Tract 4506.07, Alameda County, California",5251
001,Total population,1400000US06001450701,06001450701,"Census Tract 4507.01, Alameda County, California",8075
001,Total population,1400000US06001450741,06001450741,"Census Tract 4507.41, Alameda County, California",4768
001,Total population,1400000US06001450742,06001450742,"Census Tract 4507.42, Alameda County, California",4576
001,Total population,1400000US06001450743,06001450743,"Census Tract 4507.43, Alameda County, California",4734
